STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO31,Sud-Muntenia,2021,,13.9,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO31,Sud-Muntenia,2022,,13.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO31,Sud-Muntenia,2023,,12.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO31,Sud-Muntenia,2024,,13.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO32,Bucureşti-Ilfov,2013,,33.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO32,Bucureşti-Ilfov,2014,,35.0,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO32,Bucureşti-Ilfov,2015,,33.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO32,Bucureşti-Ilfov,2016,,35.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO32,Bucureşti-Ilfov,2017,,36.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO32,Bucureşti-Ilfov,2018,,37.5,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO32,Bucureşti-Ilfov,2019,,40.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO32,Bucureşti-Ilfov,2020,,40.5,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO32,Bucureşti-Ilfov,2021,,41.1,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO32,Bucureşti-Ilfov,2022,,42.2,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO32,Bucureşti-Ilfov,2023,,39.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO32,Bucureşti-Ilfov,2024,,40.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO41,Sud-Vest Oltenia,2013,,14.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO41,Sud-Vest Oltenia,2014,,15.1,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO41,Sud-Vest Oltenia,2015,,16.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO41,Sud-Vest Oltenia,2016,,16.8,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO41,Sud-Vest Oltenia,2017,,16.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO41,Sud-Vest Oltenia,2018,,14.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO41,Sud-Vest Oltenia,2019,,15.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO41,Sud-Vest Oltenia,2020,,16.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO41,Sud-Vest Oltenia,2021,,17.4,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO41,Sud-Vest Oltenia,2022,,17.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO41,Sud-Vest Oltenia,2023,,16.5,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO41,Sud-Vest Oltenia,2024,,16.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO42,Vest,2013,,14.2,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO42,Vest,2014,,13.5,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO42,Vest,2015,,16.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO42,Vest,2016,,15.5,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO42,Vest,2017,,16.0,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO42,Vest,2018,,15.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO42,Vest,2019,,16.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO42,Vest,2020,,17.0,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO42,Vest,2021,,16.3,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO42,Vest,2022,,18.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO42,Vest,2023,,19.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RO42,Vest,2024,,20.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS11,Beogradski region,2013,,31.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS11,Beogradski region,2014,,33.3,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS11,Beogradski region,2015,,34.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS11,Beogradski region,2016,,33.9,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS11,Beogradski region,2017,,36.2,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS11,Beogradski region,2018,,37.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS11,Beogradski region,2019,,38.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS11,Beogradski region,2020,,38.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS11,Beogradski region,2021,,40.3,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS11,Beogradski region,2022,,42.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS11,Beogradski region,2023,,42.2,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS11,Beogradski region,2024,,44.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS12,Region Vojvodine,2013,,15.8,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS12,Region Vojvodine,2014,,18.7,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS12,Region Vojvodine,2015,,18.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS12,Region Vojvodine,2016,,19.9,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS12,Region Vojvodine,2017,,19.8,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS12,Region Vojvodine,2018,,20.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS12,Region Vojvodine,2019,,20.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS12,Region Vojvodine,2020,,20.2,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS12,Region Vojvodine,2021,,21.9,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS12,Region Vojvodine,2022,,21.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS12,Region Vojvodine,2023,,23.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS12,Region Vojvodine,2024,,24.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS21,Region Sumadije i Zapadne Srbije,2013,,15.2,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS21,Region Sumadije i Zapadne Srbije,2014,,14.8,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS21,Region Sumadije i Zapadne Srbije,2015,,16.0,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS21,Region Sumadije i Zapadne Srbije,2016,,17.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS21,Region Sumadije i Zapadne Srbije,2017,,16.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS21,Region Sumadije i Zapadne Srbije,2018,,17.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS21,Region Sumadije i Zapadne Srbije,2019,,17.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS21,Region Sumadije i Zapadne Srbije,2020,,18.0,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS21,Region Sumadije i Zapadne Srbije,2021,,18.7,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS21,Region Sumadije i Zapadne Srbije,2022,,18.8,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS21,Region Sumadije i Zapadne Srbije,2023,,19.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS21,Region Sumadije i Zapadne Srbije,2024,,21.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS22,Region Juzne i Istocne Srbije,2013,,16.5,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS22,Region Juzne i Istocne Srbije,2014,,15.2,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS22,Region Juzne i Istocne Srbije,2015,,18.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS22,Region Juzne i Istocne Srbije,2016,,19.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS22,Region Juzne i Istocne Srbije,2017,,18.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS22,Region Juzne i Istocne Srbije,2018,,19.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS22,Region Juzne i Istocne Srbije,2019,,19.2,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS22,Region Juzne i Istocne Srbije,2020,,20.0,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS22,Region Juzne i Istocne Srbije,2021,,20.2,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS22,Region Juzne i Istocne Srbije,2022,,21.0,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS22,Region Juzne i Istocne Srbije,2023,,22.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,RS22,Region Juzne i Istocne Srbije,2024,,22.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,SE11,Stockholm,2013,,45.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,SE11,Stockholm,2014,,47.6,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,SE11,Stockholm,2015,,48.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,SE11,Stockholm,2016,,50.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,SE11,Stockholm,2017,,51.0,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,SE11,Stockholm,2018,,52.3,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,SE11,Stockholm,2019,,53.0,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,SE11,Stockholm,2020,,53.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,SE11,Stockholm,2021,,56.1,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,SE11,Stockholm,2022,,57.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,SE11,Stockholm,2023,,58.8,,,,,
