STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKE2,North Yorkshire (NUTS 2021),2017,,76.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKE2,North Yorkshire (NUTS 2021),2018,,76.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKE2,North Yorkshire (NUTS 2021),2019,,78.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKE3,South Yorkshire (NUTS 2021),2013,,68.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKE3,South Yorkshire (NUTS 2021),2014,,70.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKE3,South Yorkshire (NUTS 2021),2015,,67.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKE3,South Yorkshire (NUTS 2021),2016,,68.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKE3,South Yorkshire (NUTS 2021),2017,,70.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKE3,South Yorkshire (NUTS 2021),2018,,73.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKE3,South Yorkshire (NUTS 2021),2019,,71.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKE4,West Yorkshire (NUTS 2021),2013,,68.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKE4,West Yorkshire (NUTS 2021),2014,,69.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKE4,West Yorkshire (NUTS 2021),2015,,70.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKE4,West Yorkshire (NUTS 2021),2016,,70.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKE4,West Yorkshire (NUTS 2021),2017,,71.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKE4,West Yorkshire (NUTS 2021),2018,,71.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKE4,West Yorkshire (NUTS 2021),2019,,71.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF1,Derbyshire and Nottinghamshire (NUTS 2021),2013,,68.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF1,Derbyshire and Nottinghamshire (NUTS 2021),2014,,70.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF1,Derbyshire and Nottinghamshire (NUTS 2021),2015,,72.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF1,Derbyshire and Nottinghamshire (NUTS 2021),2016,,74.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF1,Derbyshire and Nottinghamshire (NUTS 2021),2017,,73.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF1,Derbyshire and Nottinghamshire (NUTS 2021),2018,,73.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF1,Derbyshire and Nottinghamshire (NUTS 2021),2019,,75.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF2,"Leicestershire, Rutland and Northamptonshire (NUTS 2021)",2013,,71.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF2,"Leicestershire, Rutland and Northamptonshire (NUTS 2021)",2014,,74.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF2,"Leicestershire, Rutland and Northamptonshire (NUTS 2021)",2015,,74.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF2,"Leicestershire, Rutland and Northamptonshire (NUTS 2021)",2016,,73.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF2,"Leicestershire, Rutland and Northamptonshire (NUTS 2021)",2017,,73.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF2,"Leicestershire, Rutland and Northamptonshire (NUTS 2021)",2018,,74.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF2,"Leicestershire, Rutland and Northamptonshire (NUTS 2021)",2019,,77.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF3,Lincolnshire (NUTS 2021),2013,,73.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF3,Lincolnshire (NUTS 2021),2014,,73.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF3,Lincolnshire (NUTS 2021),2015,,73.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF3,Lincolnshire (NUTS 2021),2016,,74.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF3,Lincolnshire (NUTS 2021),2017,,75.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF3,Lincolnshire (NUTS 2021),2018,,76.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKF3,Lincolnshire (NUTS 2021),2019,,73.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG1,"Herefordshire, Worcestershire and Warwickshire (NUTS 2021)",2013,,75.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG1,"Herefordshire, Worcestershire and Warwickshire (NUTS 2021)",2014,,75.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG1,"Herefordshire, Worcestershire and Warwickshire (NUTS 2021)",2015,,77.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG1,"Herefordshire, Worcestershire and Warwickshire (NUTS 2021)",2016,,76.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG1,"Herefordshire, Worcestershire and Warwickshire (NUTS 2021)",2017,,77.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG1,"Herefordshire, Worcestershire and Warwickshire (NUTS 2021)",2018,,78.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG1,"Herefordshire, Worcestershire and Warwickshire (NUTS 2021)",2019,,78.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG2,Shropshire and Staffordshire (NUTS 2021),2013,,71.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG2,Shropshire and Staffordshire (NUTS 2021),2014,,72.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG2,Shropshire and Staffordshire (NUTS 2021),2015,,74.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG2,Shropshire and Staffordshire (NUTS 2021),2016,,77.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG2,Shropshire and Staffordshire (NUTS 2021),2017,,75.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG2,Shropshire and Staffordshire (NUTS 2021),2018,,76.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG2,Shropshire and Staffordshire (NUTS 2021),2019,,78.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG3,West Midlands (NUTS 2021),2013,,62.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG3,West Midlands (NUTS 2021),2014,,64.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG3,West Midlands (NUTS 2021),2015,,64.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG3,West Midlands (NUTS 2021),2016,,65.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG3,West Midlands (NUTS 2021),2017,,66.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG3,West Midlands (NUTS 2021),2018,,68.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKG3,West Midlands (NUTS 2021),2019,,69.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH1,East Anglia (NUTS 2021),2013,,74.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH1,East Anglia (NUTS 2021),2014,,75.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH1,East Anglia (NUTS 2021),2015,,76.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH1,East Anglia (NUTS 2021),2016,,76.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH1,East Anglia (NUTS 2021),2017,,76.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH1,East Anglia (NUTS 2021),2018,,77.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH1,East Anglia (NUTS 2021),2019,,78.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH2,Bedfordshire and Hertfordshire (NUTS 2021),2013,,75.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH2,Bedfordshire and Hertfordshire (NUTS 2021),2014,,77.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH2,Bedfordshire and Hertfordshire (NUTS 2021),2015,,76.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH2,Bedfordshire and Hertfordshire (NUTS 2021),2016,,77.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH2,Bedfordshire and Hertfordshire (NUTS 2021),2017,,77.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH2,Bedfordshire and Hertfordshire (NUTS 2021),2018,,77.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH2,Bedfordshire and Hertfordshire (NUTS 2021),2019,,77.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH3,Essex (NUTS 2021),2013,,72.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH3,Essex (NUTS 2021),2014,,72.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH3,Essex (NUTS 2021),2015,,75.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH3,Essex (NUTS 2021),2016,,75.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH3,Essex (NUTS 2021),2017,,75.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH3,Essex (NUTS 2021),2018,,78.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKH3,Essex (NUTS 2021),2019,,77.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI3,Inner London - West (NUTS 2021),2013,,69.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI3,Inner London - West (NUTS 2021),2014,,72.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI3,Inner London - West (NUTS 2021),2015,,70.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI3,Inner London - West (NUTS 2021),2016,,75.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI3,Inner London - West (NUTS 2021),2017,,71.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI3,Inner London - West (NUTS 2021),2018,,71.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI3,Inner London - West (NUTS 2021),2019,,73.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI4,Inner London - East (NUTS 2021),2013,,68.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI4,Inner London - East (NUTS 2021),2014,,69.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI4,Inner London - East (NUTS 2021),2015,,70.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI4,Inner London - East (NUTS 2021),2016,,70.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI4,Inner London - East (NUTS 2021),2017,,72.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI4,Inner London - East (NUTS 2021),2018,,74.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI4,Inner London - East (NUTS 2021),2019,,75.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI5,Outer London - East and North East (NUTS 2021),2013,,66.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI5,Outer London - East and North East (NUTS 2021),2014,,69.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI5,Outer London - East and North East (NUTS 2021),2015,,70.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI5,Outer London - East and North East (NUTS 2021),2016,,71.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI5,Outer London - East and North East (NUTS 2021),2017,,72.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI5,Outer London - East and North East (NUTS 2021),2018,,73.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI5,Outer London - East and North East (NUTS 2021),2019,,73.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI6,Outer London - South (NUTS 2021),2013,,74.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI6,Outer London - South (NUTS 2021),2014,,75.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI6,Outer London - South (NUTS 2021),2015,,75.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI6,Outer London - South (NUTS 2021),2016,,76.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI6,Outer London - South (NUTS 2021),2017,,77.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI6,Outer London - South (NUTS 2021),2018,,77.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI6,Outer London - South (NUTS 2021),2019,,76.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI7,Outer London - West and North West (NUTS 2021),2013,,69.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI7,Outer London - West and North West (NUTS 2021),2014,,71.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI7,Outer London - West and North West (NUTS 2021),2015,,71.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI7,Outer London - West and North West (NUTS 2021),2016,,72.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI7,Outer London - West and North West (NUTS 2021),2017,,73.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI7,Outer London - West and North West (NUTS 2021),2018,,73.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKI7,Outer London - West and North West (NUTS 2021),2019,,72.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire (NUTS 2021)",2013,,77.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire (NUTS 2021)",2014,,77.1,,,,,
